Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Fuzzy Curiosity-Driven Mechanism for Multi-Agent Reinforcement Learning","International Journal of Fuzzy Systems","","23","5","10.1007/s40815-020-01035-0","Wenbai ChenHaobin ShiJingchen LiKao-Shing Hwang","2021","http://link.springer.com/article/10.1007/s40815-020-01035-0","Article"
"Model-Free Reinforcement Learning for Branching Markov Decision Processes","Computer Aided Verification","","","","10.1007/978-3-030-81688-9_30","Ernst Moritz HahnMateo PerezSven ScheweFabio SomenziAshutosh TrivediDominik Wojtczak","2021","http://link.springer.com/chapter/10.1007/978-3-030-81688-9_30","Chapter"
"Integrating Classical Control into Reinforcement Learning Policy","Neural Processing Letters","","53","3","10.1007/s11063-019-10127-4","Ye HuangChaochen GuXinping Guan","2021","http://link.springer.com/article/10.1007/s11063-019-10127-4","Article"
"Reinforcement learning-based dynamic obstacle avoidance and integration of path planning","Intelligent Service Robotics","","14","5","10.1007/s11370-021-00387-2","Jaewan ChoiGeonhee LeeChibum Lee","2021","http://link.springer.com/article/10.1007/s11370-021-00387-2","Article"
"Zone scheduling optimization of pumps in water distribution networks with deep reinforcement learning and knowledge-assisted learning","Soft Computing","","25","23","10.1007/s00500-021-06177-3","Jiahui XuHongyuan WangJun RaoJingcheng Wang","2021","http://link.springer.com/article/10.1007/s00500-021-06177-3","Article"
"An Improved Reinforcement Learning for Security-Constrained Economic Dispatch of Battery Energy Storage in Microgrids","Neural Computing for Advanced Applications","","","","10.1007/978-981-16-5188-5_22","Zhongyi ZhaBo WangHuijin FanLei Liu","2021","http://link.springer.com/chapter/10.1007/978-981-16-5188-5_22","Chapter"
"Semantic Perception Swarm Policy with Deep Reinforcement Learning","Neural Information Processing","","","","10.1007/978-3-030-92238-2_10","Tianle ZhangZhen LiuZhiqiang PuJianqiang Yi","2021","http://link.springer.com/chapter/10.1007/978-3-030-92238-2_10","Chapter"
"3D cephalometric landmark detection by multiple stage deep reinforcement learning","Scientific Reports","","11","1","10.1038/s41598-021-97116-7","Sung Ho KangKiwan JeonSang-Hoon KangSang-Hwy Lee","2021","http://link.springer.com/article/10.1038/s41598-021-97116-7","Article"
"Collaborative Interference Source Search and Localization Based on Reinforcement Learning and Two-Stage Clustering","Wireless and Satellite Systems","","","","10.1007/978-3-030-69069-4_36","Guangyu WuYang HuangSimeng Feng","2021","http://link.springer.com/chapter/10.1007/978-3-030-69069-4_36","Chapter"
"Deep reinforcement learning-based resource allocation and seamless handover in multi-access edge computing based on SDN","Knowledge and Information Systems","","63","9","10.1007/s10115-021-01590-4","Chunlin LiYong ZhangYoulong Luo","2021","http://link.springer.com/article/10.1007/s10115-021-01590-4","Article"
"Music recommender using deep embedding-based features and behavior-based reinforcement learning","Multimedia Tools and Applications","","80","26 - 27","10.1007/s11042-019-08356-9","Jia-Wei ChangChing-Yi ChiouJia-Yi LiaoYing-Kai HungChien-Che HuangKuan-Cheng LinYing-Hung Pu","2021","http://link.springer.com/article/10.1007/s11042-019-08356-9","Article"
"Computation Offloading and Resource Management for Energy and Cost Trade-Offs with Deep Reinforcement Learning in Mobile Edge Computing","Service-Oriented Computing","","","","10.1007/978-3-030-91431-8_35","Ruichao MoXiaolong XuXuyun ZhangLianyong QiQi Liu","2021","http://link.springer.com/chapter/10.1007/978-3-030-91431-8_35","Chapter"
"Model-Free Reinforcement Learning-Based Control for Continuous-Time Systems","Encyclopedia of Systems and Control","","","","10.1007/978-3-030-44184-5_100065","Kyriakos G. Vamvoudakis","2021","http://link.springer.com/referenceworkentry/10.1007/978-3-030-44184-5_100065","ReferenceWorkEntry"
"Influence maximization in social media networks concerning dynamic user behaviors via reinforcement learning","Computational Social Networks","","8","1","10.1186/s40649-021-00090-3","Mengnan ChenQipeng P. ZhengVladimir BoginskiEduardo L. Pasiliao","2021","http://link.springer.com/article/10.1186/s40649-021-00090-3","Article"
"Diversity-Aware Top-N Recommendation: A Deep Reinforcement Learning Way","Big Data","","","","10.1007/978-981-16-0705-9_16","Tao WangXiaoyu ShiMingsheng Shang","2021","http://link.springer.com/chapter/10.1007/978-981-16-0705-9_16","Chapter"
